Country,"Country ISO",Region,"Region ISO",Population,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07
US,US,Kansas,US-KS,2913314,0/0/730853/0/7533,0/0/766664/0/7943,0/0/770776/0/8292,0/0/776481/0/8635,0/0/786663/0/8939,0/0/807628/0/8952,0/0/835500/0/8971,0/0/864853/0/9019,0/0/879001/0/9555,0/0/888210/0/9607,0/0/902126/0/9679,0/0/917065/0/9717,0/0/926352/0/9944,0/0/934531/0/10034,0/0/938184/0/10066,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Kentucky,US-KY,4467673,0/0/1160558/0/12960,0/0/1277352/0/13856,0/0/1312407/0/14895,0/0/1328111/0/15523,0/0/1354787/0/15945,0/0/1403534/0/16164,0/0/1465117/0/16388,0/0/1539323/0/16712,0/0/1582021/0/17004,0/0/1614528/0/17322,0/0/1635010/0/17502,0/0/1662581/0/17671,0/0/1692590/0/17890,0/0/1713220/0/18094,0/0/1718471/0/18130,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Louisiana,US-LA,4648794,0/0/1114109/0/15674,0/0/1162537/0/16606,0/0/1168464/0/17127,0/0/1173297/0/17248,0/0/1191650/0/17326,0/0/1308592/0/17412,0/0/1377666/0/17571,0/0/1431011/0/17871,0/0/1455290/0/18066,0/0/1461433/0/18168,0/0/1473092/0/18274,0/0/1514113/0/18370,0/0/1538276/0/18525,0/0/1566105/0/18706,0/0/1573810/0/18766,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Maine,US-ME,1344212,0/0/174225/0/1738,0/0/226150/0/2064,0/0/235790/0/2202,0/0/245080/0/2286,0/0/262902/0/2346,0/0/269926/0/2415,0/0/275997/0/2467,0/0/282808/0/2512,0/0/289726/0/2580,0/0/297247/0/2650,0/0/301560/0/2722,0/0/306647/0/2790,0/0/311802/0/2861,0/0/316760/0/2921,0/0/318130/0/2928,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Maryland,US-MD,6045680,0/0/977370/0/13484,0/0/1002279/0/14122,0/0/1011919/0/14345,0/0/1031533/0/14456,0/0/1085628/0/14597,0/0/1134521/0/14789,0/0/1179405/0/14973,0/0/1223111/0/15188,0/0/1250032/0/15399,0/0/1268559/0/15558,0/0/1288308/0/15734,0/0/1318234/0/15967,0/0/1346196/0/16263,0/0/1361777/0/16475,0/0/1365297/0/16544,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Massachusetts,US-MA,6949503,0/0/1611594/0/22034,0/0/1671292/0/23424,0/0/1698761/0/20105,0/0/1757103/0/20263,0/0/1870836/0/20594,0/0/1924702/0/20944,0/0/1966919/0/21176,0/0/2005250/0/21390,0/0/2050942/0/21706,0/0/2086638/0/22023,0/0/2109719/0/22397,0/0/2154886/0/22940,0/0/2193582/0/23594,0/0/2216870/0/24131,0/0/2224337/0/24333,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Michigan,US-MI,9986857,0/0/2258465/0/32263,0/0/2360399/0/34505,0/0/2387521/0/35662,0/0/2425946/0/36002,0/0/2527831/0/36357,0/0/2606431/0/36918,0/0/2672312/0/37428,0/0/2770359/0/38038,0/0/2836167/0/38624,0/0/2886176/0/39250,0/0/2938443/0/40085,0/0/2988654/0/40767,0/0/3030505/0/41690,0/0/3057222/0/42096,0/0/3064125/0/42205,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Minnesota,US-MN,5639632,0/0/1321753/0/11561,0/0/1413576/0/12289,0/0/1429550/0/12638,0/0/1452547/0/12778,0/0/1507168/0/12943,0/0/1552840/0/13127,0/0/1590564/0/13293,0/0/1630819/0/13429,0/0/1664797/0/13651,0/0/1686048/0/13825,0/0/1707968/0/14039,0/0/1736893/0/14320,0/0/1753092/0/14554,0/0/1770117/0/14766,0/0/1778866/0/14870,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Mississippi,US-MS,2976149,0/0/727418/0/10935,0/0/789940/0/12039,0/0/794558/0/12397,0/0/797575/0/12444,0/0/808338/0/12467,0/0/835120/0/12525,0/0/875132/0/12648,0/0/913049/0/12794,0/0/927465/0/12912,0/0/933065/0/12968,0/0/940023/0/13036,0/0/955145/0/13097,0/0/977790/0/13225,0/0/987105/0/13320,0/0/990756/0/13370,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Missouri,US-MO,6137428,0/0/1334549/0/17415,0/0/1401938/0/19065,0/0/1416599/0/20166,0/0/1431297/0/20516,0/0/1461612/0/20770,0/0/1506514/0/20905,0/0/1573810/0/21133,0/0/1618156/0/21444,0/0/1658363/0/21700,0/0/1674297/0/21859,0/0/1700815/0/22037,0/0/1732724/0/22246,0/0/1756883/0/22603,0/0/1773096/0/22795,0/0/1777380/0/22870,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Montana,US-MT,1068778,0/0/242180/0/3000,0/0/266579/0/3187,0/0/272555/0/3247,0/0/273982/0/3360,0/0/277497/0/3400,0/0/285017/0/3444,0/0/296599/0/3473,0/0/304169/0/3504,0/0/310731/0/3520,0/0/314564/0/3574,0/0/318105/0/3597,0/0/323055/0/3621,0/0/325752/0/3640,0/0/328668/0/3651,0/0/329386/0/3652,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Nebraska,US-NE,1934408,0/0/439326/0/3666,0/0/475528/0/3956,0/0/477830/0/4144,0/0/479989/0/4197,0/0/487104/0/4294,0/0/500056/0/4340,0/0/515858/0/4366,0/0/529808/0/4455,0/0/537466/0/4542,0/0/533636/0/4550,0/0/541161/0/4653,0/0/555114/0/4685,0/0/559717/0/4746,0/0/564355/0/4879,0/0/567426/0/4936,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Nevada,US-NV,3080156,0/0/656898/0/8950,0/0/683766/0/9703,0/0/706772/0/10091,0/0/712287/0/10752,0/0/728449/0/10872,0/0/766702/0/11039,0/0/819041/0/11221,0/0/841839/0/11400,0/0/847332/0/11501,0/0/852960/0/11555,0/0/864406/0/11630,0/0/876118/0/11751,0/0/882917/0/11875,0/0/887801/0/11911,0/0/890122/0/11922,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New Hampshire",US-NH,1359711,0/0/276856/0/2209,0/0/298362/0/2377,0/0/302541/0/2452,0/0/309982/0/2480,0/0/325569/0/2537,0/0/332120/0/2585,0/0/338303/0/2627,0/0/344386/0/2662,0/0/350358/0/2705,0/0/357214/0/2751,0/0/361375/0/2816,0/0/367547/0/2856,0/0/373046/0/2942,0/0/377435/0/2993,0/0/378428/0/3003,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New Jersey",US-NJ,8882190,0/0/2111856/0/31442,0/0/2167515/0/32915,0/0/2199807/0/33232,0/0/2261694/0/33429,0/0/2394595/0/33702,0/0/2488751/0/34049,0/0/2597675/0/34266,0/0/2676932/0/34562,0/0/2740904/0/34744,0/0/2797829/0/34905,0/0/2848609/0/35129,0/0/2926834/0/35510,0/0/3002483/0/35794,0/0/3042227/0/35974,0/0/3048984/0/36015,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New Mexico",US-NM,2096829,0/0/480087/0/6454,0/0/511434/0/6919,0/0/517858/0/7274,0/0/522329/0/7499,0/0/536017/0/7791,0/0/563848/0/7941,0/0/591041/0/8246,0/0/611310/0/8447,0/0/618683/0/8567,0/0/628243/0/8643,0/0/646566/0/8702,0/0/659056/0/8814,0/0/664838/0/8953,0/0/669298/0/9030,0/0/670929/0/9061,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New York",US-NY,19453561,0/0/4805416/0/64846,0/0/4925221/0/67358,0/0/4995734/0/67967,0/0/5168122/0/68344,0/0/5437811/0/68989,0/0/5611093/0/69667,0/0/5817944/0/70269,0/0/5988384/0/71124,0/0/6121313/0/71828,0/0/6252163/0/73146,0/0/6380782/0/73983,0/0/6574004/0/75139,0/0/6713957/0/76440,0/0/6782389/0/77016,0/0/6794738/0/77157,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"North Carolina",US-NC,10488084,0/0/2421799/0/20757,0/0/2589517/0/22570,0/0/2629362/0/23207,0/0/2659255/0/23405,0/0/2744935/0/24644,0/0/2867218/0/25209,0/0/2983130/0/25483,0/0/3120822/0/26335,0/0/3198866/0/26525,0/0/3237440/0/26953,0/0/3275343/0/27371,0/0/3316814/0/27629,0/0/3412542/0/28040,0/0/3459600/0/28346,0/0/3472644/0/28432,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"North Dakota",US-ND,762062,0/0/223726/0/2140,0/0/238053/0/2239,0/0/239866/0/2232,0/0/241200/0/2268,0/0/244821/0/2283,0/0/250219/0/2296,0/0/257671/0/2309,0/0/264903/0/2348,0/0/269557/0/2364,0/0/273216/0/2387,0/0/277147/0/2232,0/0/280710/0/2427,0/0/283557/0/2445,0/0/286765/0/2463,0/0/286950/0/2470,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Northern Mariana Islands",US-MP,55194,0/0/4908/0/23,0/0/9550/0/30,0/0/11065/0/33,0/0/11263/0/34,0/0/11333/0/34,0/0/11829/0/35,0/0/12573/0/37,0/0/13120/0/40,0/0/13171/0/40,0/0/13171/0/40,0/0/13222/0/41,0/0/13319/0/41,0/0/13503/0/41,0/0/13631/0/41,0/0/13666/0/41,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Ohio,US-OH,11689100,0/0/2580405/0/35721,0/0/2653940/0/37350,0/0/2672801/0/38335,0/0/2697058/0/38576,0/0/2763123/0/38722,0/0/2848453/0/38953,0/0/2948242/0/39282,0/0/3049546/0/39711,0/0/3143746/0/40079,0/0/3185038/0/40363,0/0/3227759/0/40757,0/0/3307568/0/41191,0/0/3347767/0/41635,0/0/3382995/0/41749,0/0/3400652/0/41796,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Oklahoma,US-OK,3956971,0/0/976914/0/13333,0/0/1021595/0/14612,0/0/1033258/0/15520,0/0/1040982/0/15897,0/0/1049849/0/16090,0/0/1076350/0/15441,0/0/1120934/0/16252,0/0/1170225/0/16644,0/0/1197762/0/16906,0/0/1208316/0/17100,0/0/1220720/0/17254,0/0/1250013/0/17412,0/0/1270476/0/17652,0/0/1284450/0/17887,0/0/1290929/0/17972,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Oregon,US-OR,4217737,0/0/633876/0/6100,0/0/693929/0/6622,0/0/704152/0/7144,0/0/721311/0/7502,0/0/765448/0/7635,0/0/811692/0/7813,0/0/850352/0/8101,0/0/878148/0/8412,0/0/894776/0/8561,0/0/908188/0/8680,0/0/924632/0/8864,0/0/939303/0/8962,0/0/948901/0/9164,0/0/959393/0/9335,0/0/963564/0/9373,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Pennsylvania,US-PA,12801989,0/0/2661481/0/40581,0/0/2757425/0/43216,0/0/2781353/0/44275,0/0/2820219/0/44677,0/0/2907324/0/45147,0/0/3006257/0/45766,0/0/3080593/0/46164,0/0/3185902/0/46716,0/0/3254503/0/47213,0/0/3305389/0/47705,0/0/3360797/0/48387,0/0/3416142/0/48892,0/0/3469902/0/49633,0/0/3512545/0/50168,0/0/3527854/0/50398,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Puerto Rico",US-PR,3193694,0/0/457935/0/3855,0/0/473931/0/4110,0/0/481010/0/4170,0/0/537714/0/4207,0/0/670668/0/4363,0/0/773649/0/4571,0/0/854504/0/4768,0/0/924047/0/4971,0/0/957324/0/5152,0/0/982372/0/5260,0/0/1011127/0/5367,0/0/1054239/0/5541,0/0/1083788/0/5693,0/0/1098242/0/5796,0/0/1101469/0/5823,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Rhode Island",US-RI,1059361,0/0/343779/0/3316,0/0/355925/0/3412,0/0/361262/0/3522,0/0/371629/0/3540,0/0/392790/0/3579,0/0/402769/0/3609,0/0/410399/0/3630,0/0/416638/0/3643,0/0/425461/0/3669,0/0/432042/0/3696,0/0/436904/0/3743,0/0/443645/0/3770,0/0/454211/0/3821,0/0/459256/0/3860,0/0/460697/0/3870,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"South Carolina",US-SC,5148714,0/0/1355116/0/15266,0/0/1461155/0/16865,0/0/1468140/0/17591,0/0/1474274/0/17767,0/0/1495762/0/17905,0/0/1546406/0/18033,0/0/1605165/0/18192,0/0/1674281/0/18263,0/0/1708074/0/18365,0/0/1721693/0/18578,0/0/1738379/0/18711,0/0/1770059/0/18834,0/0/1812689/0/19222,0/0/1833731/0/19532,0/0/1836568/0/19600,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"South Dakota",US-SD,884659,0/0/226413/0/2650,0/0/235882/0/2805,0/0/237109/0/2883,0/0/237812/0/2912,0/0/239704/0/2927,0/0/244523/0/2938,0/0/250286/0/2956,0/0/257547/0/2993,0/0/261371/0/3021,0/0/264187/0/3059,0/0/268797/0/3099,0/0/271856/0/3118,0/0/273929/0/3149,0/0/277651/0/3175,0/0/279130/0/3190,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Tennessee,US-TN,6833174,0/0/1771783/0/22142,0/0/2008273/0/24549,0/0/2020556/0/25620,0/0/2031393/0/26167,0/0/2064712/0/26549,0/0/2126974/0/26717,0/0/2208016/0/27031,0/0/2302430/0/27485,0/0/2340787/0/27872,0/0/2366060/0/28122,0/0/2395363/0/28331,0/0/2439872/0/28589,0/0/2481245/0/28994,0/0/2512462/0/29228,0/0/2515130/0/29263,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Texas,US-TX,28995881,0/0/6258336/0/79447,0/0/6617106/0/84899,0/0/6739524/0/87393,0/0/6825834/0/88107,0/0/6946230/0/88364,0/0/7189812/0/88712,0/0/7544919/0/89350,0/0/7848986/0/90299,0/0/7985039/0/90827,0/0/8039843/0/91176,0/0/8102937/0/91419,0/0/8228564/0/91839,0/0/8336979/0/92322,0/0/8436255/0/93168,0/0/8466220/0/93390,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"US Military",,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Utah,US-UT,3205958,0/0/885523/0/4118,0/0/922852/0/4411,0/0/927922/0/4714,0/0/932253/0/4747,0/0/948979/0/4777,0/0/982895/0/4834,0/0/1010292/0/4900,0/0/1026812/0/4968,0/0/1038416/0/5021,0/0/1045472/0/5056,0/0/1058874/0/5110,0/0/1074828/0/5187,0/0/1081346/0/5253,0/0/1087149/0/5276,0/0/1090346/0/5298,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Vermont,US-VT,623989,0/0/104472/0/536,0/0/112364/0/598,0/0/116639/0/617,0/0/123842/0/637,0/0/131460/0/661,0/0/135668/0/683,0/0/137649/0/693,0/0/140308/0/707,0/0/142443/0/719,0/0/144895/0/740,0/0/146777/0/770,0/0/148393/0/791,0/0/150190/0/889,0/0/151477/0/910,0/0/152618/0/929,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Veteran Hospitals",,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Virgin Islands",US-VI,104914,0/0/14870/0/101,0/0/15398/0/109,0/0/15636/0/111,0/0/16349/0/111,0/0/19532/0/113,0/0/20928/0/118,0/0/21775/0/120,0/0/22711/0/122,0/0/23166/0/123,0/0/23344/0/124,0/0/23520/0/125,0/0/23781/0/127,0/0/24540/0/129,0/0/24766/0/130,0/0/24813/0/130,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Virginia,US-VA,8535519,0/0/1545650/0/16217,0/0/1639942/0/18771,0/0/1668891/0/19692,0/0/1701458/0/20236,0/0/1787756/0/20389,0/0/1869231/0/20598,0/0/1954716/0/20918,0/0/2040106/0/21416,0/0/2087360/0/21849,0/0/2120280/0/22199,0/0/2149512/0/22418,0/0/2199302/0/22670,0/0/2260796/0/23135,0/0/2287440/0/23649,0/0/2291951/0/23666,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Washington,US-WA,7614893,0/0/1339737/0/10776,0/0/1423990/0/11866,0/0/1454772/0/12478,0/0/1498116/0/12703,0/0/1573651/0/12919,0/0/1659152/0/13239,0/0/1729949/0/13604,0/0/1784728/0/14039,0/0/1816183/0/14339,0/0/1838206/0/14577,0/0/1857649/0/14730,0/0/1883676/0/15038,0/0/1904198/0/15380,0/0/1924418/0/15622,0/0/1928913/0/15683,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"West Virginia",US-WV,1792065,0/0/446771/0/5763,0/0/490111/0/6317,0/0/497769/0/6831,0/0/501204/0/6856,0/0/515925/0/6948,0/0/532503/0/7064,0/0/555107/0/7156,0/0/582666/0/7286,0/0/600558/0/7416,0/0/608104/0/7522,0/0/614646/0/7611,0/0/624721/0/7672,0/0/634541/0/7849,0/0/639246/0/7926,0/0/642760/0/7960,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Wisconsin,US-WI,5822434,0/0/1516628/0/12374,0/0/1571997/0/13297,0/0/1585260/0/14302,0/0/1610601/0/14413,0/0/1675581/0/14600,0/0/1726640/0/14797,0/0/1777707/0/14922,0/0/1832391/0/15072,0/0/1866634/0/15263,0/0/1897686/0/15461,0/0/1926437/0/15608,0/0/1960878/0/15802,0/0/1983463/0/16116,0/0/2000868/0/16316,0/0/2006582/0/16375,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Wyoming,US-WY,578759,0/0/146505/0/1625,0/0/155101/0/1736,0/0/156112/0/1791,0/0/156550/0/1812,0/0/158472/0/1820,0/0/164456/0/1834,0/0/170031/0/1856,0/0/174828/0/1881,0/0/176728/0/1894,0/0/178444/0/1908,0/0/180925/0/1938,0/0/182847/0/1958,0/0/183173/0/1979,0/0/185159/0/2002,0/0/185385/0/2004,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Uganda,UG,,,33398682,10896664/2350819/161839/0/3533,13809794/2457240/163307/0/3588,14247523/2555603/163905/0/3596,15208403/2612795/164084/0/3597,15753703/2681702/164366/0/3602,16226827/2749166/167719/0/3621,18081463/0/169230/0/3628,18339496/0/169396/0/3628,18582783/0/169396/0/3630,18867075/0/169473/0/3630,18867075/0/169733/0/3630,18867075/0/169985/0/3630,19488104/0/170400/0/3630,0/0/170504/0/3630,19488104/0/170510/0/3632,0/0/170602/0/3632,20033189/0/170775/0/3632,0/0/170775/0/3632,0/0/171729/0/3632
Ukraine,UA,,,41983564,15373128/18045688/4255206/0/106880,15729617/19288823/5040518/0/112459,0/0/5040518/0/112459,0/0/5040518/0/112459,0/0/5040518/0/112459,0/0/5287020/0/116364,0/0/5294643/0/116463,0/0/5329263/0/116591,0/0/5478025/0/117037,0/0/5601102/0/117881,0/0/5642645/0/118404,0/0/5662732/0/118689,0/0/5679371/0/118974,0/0/5693846/0/119149,0/0/5465954/0/111676,0/0/5529459/0/112128,0/0/5556030/0/112394,0/0/5517487/0/109891,0/0/5518385/0/109904
"United Arab Emirates",AE,,,4975593,9890376/125631400/845058/0/2243,9890599/138136824/879973/0/2301,9890202/148373071/891300/0/2302,9890348/156106978/898571/0/2302,9890495/162645093/908205/0/2305,9991089/168522672/945800/0/2316,0/0/991564/0/2335,0/0/1015398/0/2341,0/0/1027502/0/2345,0/0/1037636/0/2348,0/0/1044343/0/2348,0/0/1047008/0/2348,0/0/1049409/0/2348,0/0/1051998/0/2349,0/0/1057523/0/2349,0/0/1062321/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349
"United Kingdom",GB,,,66647112,69208/440215276/17315893/0/155754,69403/465243695/18886701/0/161361,52808470/487330638/21147425/0/165379,53242209/498540052/22038340/0/174912,53493877/503270347/22300587/0/178659,53617742/0/22720345/0/180330,53726268/0/23304479/0/204168,53802125/0/23521792/0/206579,53806963/0/23672852/0/208110,0/0/23898485/0/211251,0/0/23998168/0/213163,0/0/24135080/0/215865,0/0/24274357/0/218948,0/0/24370150/0/219948,0/0/24311933/0/211155,0/0/24581706/0/224106,0/0/24618868/0/226645,0/0/24639160/0/227739,0/0/24647430/0/228286
"United Kingdom",GB,Anguilla,AI-AI,14731,10193/0/2324/0/8,10370/0/2555/0/9,10572/0/2700/0/9,10622/0/2788/0/9,10746/0/3203/0/9,10813/0/3456/0/9,10837/0/3580/0/10,10846/0/3837/0/11,10850/0/3865/0/12,10852/0/3866/0/12,0/0/3904/0/12,10852/0/3904/0/12,10853/0/3904/0/12,10854/0/3904/0/12,10854/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12
"United Kingdom",GB,Bermuda,BM-BM,71176,46695/0/10793/0/117,46961/0/11561/0/123,48297/0/12564/0/128,48424/0/13488/0/131,48554/19143/14755/0/138,0/41927/16162/0/140,48554/0/17193/0/144,0/0/17913/0/148,0/0/18154/0/148,0/0/18340/0/148,0/0/18463/0/151,0/0/18622/0/153,0/0/18766/0/157,0/0/18799/0/160,0/0/18849/0/163,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165
"United Kingdom",GB,"British Virgin Islands",VG-VG,31758,0/0/5875/0/49,0/0/6085/0/62,19165/0/6141/0/62,19268/0/6355/0/62,19323/96630/6765/0/62,19389/0/6941/0/63,19433/0/7131/0/63,0/0/7291/0/64,19466/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64,0/0/7305/0/64
"United Kingdom",GB,"Cayman Islands",KY-KY,68076,0/0/13788/0/15,0/0/19373/0/17,60484/0/20606/0/25,60801/0/22223/0/27,60995/9358/25318/0/28,61307/0/27171/0/28,61550/0/28784/0/29,61663/0/30057/0/29,0/0/30661/0/32,61787/0/31006/0/34,61818/0/31359/0/36,61826/0/31472/0/37,61859/0/31472/0/37,0/0/31472/0/37,62023/0/31472/0/37,62085/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37
"United Kingdom",GB,"Channel Islands",GB-CHA,170499,0/0/36852/0/122,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,England,GB-ENG,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/172912,0/0/0/0/173162,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,"Falkland Islands (Malvinas)",FK-FK,3398,0/0/89/0/0,0/0/110/0/0,0/0/123/0/0,0/0/177/0/0,0/0/1687/0/0,0/0/1815/0/0,0/0/1835/0/0,0/0/1886/0/0,0/0/1930/0/0,0/0/1930/0/0,0/0/1930/0/0,0/0/1930/0/0,0/0/1930/0/0,0/0/1930/0/0,0/0/1930/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,Gibraltar,GI-GI,32194,41567/0/12950/0/101,41691/0/15428/0/101,42034/533268/16920/0/101,42069/0/17837/0/102,0/0/18419/0/102,0/0/19633/0/104,0/0/19902/0/105,0/0/20049/0/107,0/0/20095/0/108,0/0/20121/0/108,0/0/20184/0/110,42175/0/20275/0/110,0/0/20399/0/111,0/0/20423/0/111,0/0/20462/0/111,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113
"United Kingdom",GB,"Isle of Man",GB-IOM,83314,0/0/21567/0/71,0/0/22844/0/80,0/0/28588/0/84,0/0/32205/0/102,0/0/32966/0/106,0/0/36463/0/108,0/0/37696/0/114,0/0/38008/0/116,0/0/38008/0/116,0/0/38008/0/116,0/0/38008/0/116,0/0/38008/0/116,0/0/38008/0/116,0/0/38008/0/116,0/0/38008/0/116,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,Jersey,GB-JSY,,0/0/30490/0/100,0/0/36881/0/112,0/0/46356/0/120,0/0/49778/0/126,0/0/50611/0/129,0/0/52576/0/131,0/0/58003/0/133,0/0/58890/0/136,0/0/59874/0/138,0/0/61656/0/141,0/0/62826/0/142,0/0/65130/0/146,0/0/66347/0/157,0/0/66391/0/161,0/0/66391/0/161,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,Montserrat,MS-MS,4649,0/0/163/0/1,0/0/164/0/2,1897/0/175/0/2,1898/0/241/0/2,1916/0/980/0/6,2044/0/1018/0/8,2074/0/1054/0/8,2083/0/1145/0/8,2099/0/1403/0/8,2104/0/1403/0/8,0/0/1403/0/8,2104/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8
"United Kingdom",GB,"Northern Ireland",GB-NIR,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/4787,0/0/0/0/4791,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
